file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\DynmapCore\src\main\java\org\dynmap\debug\Debug.java,org.dynmap.debug.Debug,clearDebuggers/0,false,16,0,2,2,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,0,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\DynmapCore\src\main\java\org\dynmap\debug\Debug.java,org.dynmap.debug.Debug,addDebugger/1[org.dynmap.debug.Debugger],false,8,1,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\DynmapCore\src\main\java\org\dynmap\debug\Debug.java,org.dynmap.debug.Debug,error/1[java.lang.String],false,24,1,1,0,1,2,3,3,0,1,1,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,41,1,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\DynmapCore\src\main\java\org\dynmap\debug\Debug.java,org.dynmap.debug.Debug,removeDebugger/1[org.dynmap.debug.Debugger],false,12,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\DynmapCore\src\main\java\org\dynmap\debug\Debug.java,org.dynmap.debug.Debug,debug/1[java.lang.String],false,20,1,8,7,1,2,3,3,0,1,1,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,41,1,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\DynmapCore\src\main\java\org\dynmap\debug\Debug.java,org.dynmap.debug.Debug,"error/2[java.lang.String,java.lang.Throwable]",false,28,1,1,0,1,2,3,3,0,1,2,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,41,1,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\DynmapCore\src\main\java\org\dynmap\hdmap\HDMap.java,org.dynmap.hdmap.HDMap$Anonymous1,"tileFound/2[org.dynmap.storage.MapStorageTile,org.dynmap.MapType.ImageEncoding]",false,331,7,10,0,10,9,7,19,2,0,2,7,0,0,0,3,0,0,0,6,0,4,2,0,0,0,9,1,0,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\fabric-1.19\src\main\java\org\dynmap\fabric_1_19\FabricLogger.java,org.dynmap.fabric_1_19.FabricLogger,info/1[java.lang.String],false,16,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\fabric-1.19\src\main\java\org\dynmap\fabric_1_19\FabricLogger.java,org.dynmap.fabric_1_19.FabricLogger,"severe/2[java.lang.String,java.lang.Throwable]",false,31,0,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\fabric-1.19\src\main\java\org\dynmap\fabric_1_19\FabricLogger.java,org.dynmap.fabric_1_19.FabricLogger,severe/1[java.lang.String],false,26,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\fabric-1.19\src\main\java\org\dynmap\fabric_1_19\FabricLogger.java,org.dynmap.fabric_1_19.FabricLogger,FabricLogger/0,true,11,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\fabric-1.19\src\main\java\org\dynmap\fabric_1_19\FabricLogger.java,org.dynmap.fabric_1_19.FabricLogger,verboseinfo/1[java.lang.String],false,36,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\fabric-1.19\src\main\java\org\dynmap\fabric_1_19\FabricLogger.java,org.dynmap.fabric_1_19.FabricLogger,warning/1[java.lang.String],false,41,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\fabric-1.19\src\main\java\org\dynmap\fabric_1_19\FabricLogger.java,org.dynmap.fabric_1_19.FabricLogger,"warning/2[java.lang.String,java.lang.Throwable]",false,46,0,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,false
C:\Users\PROFESSOR\Downloads\projects\dynmap-3.0\fabric-1.19\src\main\java\org\dynmap\fabric_1_19\FabricLogger.java,org.dynmap.fabric_1_19.FabricLogger,severe/1[java.lang.Throwable],false,21,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
